Codi circumscripci�,Codi municipi,Nom municipi,Districte,Secci�,Mesa,Cens electoral,Votants,% votants,Abstenci�,% abstenci�,Vots nuls,% vots nuls,Vots en blanc,% vots en blanc, Vots a candidatures,% vots a candidatures,Vots v�lids,% vots v�lids,Codi comarca,Nom comarca
8,101,"Hospitalet de Llobregat, l'                       ",1,32,B,840,695,"082,74",145,"017,26",0,"000,00",4,"000,58",691,"099,42",695,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,33,U,633,538,"084,99",95,"015,01",3,"000,56",3,"000,56",532,"098,88",535,"099,44",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,34,U,1.045,876,"083,83",169,"016,17",4,"000,46",3,"000,34",869,"099,20",872,"099,54",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,35,A,538,439,"081,60",99,"018,40",2,"000,46",2,"000,46",435,"099,09",437,"099,54",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,35,B,584,491,"084,08",93,"015,92",0,"000,00",1,"000,20",490,"099,80",491,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,36,U,876,758,"086,53",118,"013,47",1,"000,13",2,"000,26",755,"099,60",757,"099,87",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,37,A,458,381,"083,19",77,"016,81",0,"000,00",0,"000,00",381,"100,00",381,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,37,B,608,521,"085,69",87,"014,31",1,"000,19",2,"000,38",518,"099,42",520,"099,81",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,38,U,613,543,"088,58",70,"011,42",1,"000,18",2,"000,37",540,"099,45",542,"099,82",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,39,U,640,519,"081,09",121,"018,91",0,"000,00",5,"000,96",514,"099,04",519,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",1,40,U,636,446,"070,13",190,"029,87",0,"000,00",1,"000,22",445,"099,78",446,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,1,A,476,403,"084,66",73,"015,34",0,"000,00",0,"000,00",403,"100,00",403,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,1,B,553,442,"079,93",111,"020,07",4,"000,90",0,"000,00",438,"099,10",438,"099,10",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,2,U,948,655,"069,09",293,"030,91",1,"000,15",0,"000,00",654,"099,85",654,"099,85",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,4,U,897,650,"072,46",247,"027,54",5,"000,77",2,"000,31",643,"098,92",645,"099,23",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,5,U,658,488,"074,16",170,"025,84",8,"001,64",2,"000,41",478,"097,95",480,"098,36",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,7,A,498,367,"073,69",131,"026,31",2,"000,54",1,"000,27",364,"099,18",365,"099,46",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,7,B,570,438,"076,84",132,"023,16",0,"000,00",3,"000,68",435,"099,32",438,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,8,A,575,440,"076,52",135,"023,48",0,"000,00",1,"000,23",439,"099,77",440,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,8,B,681,533,"078,27",148,"021,73",2,"000,38",4,"000,75",527,"098,87",531,"099,62",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,9,U,613,467,"076,18",146,"023,82",4,"000,86",2,"000,43",461,"098,72",463,"099,14",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,10,U,619,501,"080,94",118,"019,06",2,"000,40",2,"000,40",497,"099,20",499,"099,60",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,11,U,761,511,"067,15",250,"032,85",2,"000,39",0,"000,00",509,"099,61",509,"099,61",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,12,U,793,569,"071,75",224,"028,25",3,"000,53",3,"000,53",563,"098,95",566,"099,47",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,13,U,565,423,"074,87",142,"025,13",4,"000,95",6,"001,42",413,"097,64",419,"099,05",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,14,A,572,405,"070,80",167,"029,20",0,"000,00",3,"000,74",402,"099,26",405,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,14,B,654,455,"069,57",199,"030,43",4,"000,88",3,"000,66",448,"098,46",451,"099,12",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,16,U,793,587,"074,02",206,"025,98",0,"000,00",2,"000,34",585,"099,66",587,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,17,U,848,634,"074,76",214,"025,24",3,"000,47",3,"000,47",628,"099,05",631,"099,53",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,20,A,412,279,"067,72",133,"032,28",0,"000,00",2,"000,72",277,"099,28",279,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,20,B,548,403,"073,54",145,"026,46",2,"000,50",3,"000,74",398,"098,76",401,"099,50",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,21,A,570,399,"070,00",171,"030,00",2,"000,50",3,"000,75",394,"098,75",397,"099,50",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,21,B,627,419,"066,83",208,"033,17",2,"000,48",0,"000,00",417,"099,52",417,"099,52",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,23,U,682,504,"073,90",178,"026,10",5,"000,99",4,"000,79",495,"098,21",499,"099,01",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,24,U,686,486,"070,85",200,"029,15",1,"000,21",4,"000,82",481,"098,97",485,"099,79",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,26,A,529,412,"077,88",117,"022,12",1,"000,24",5,"001,21",406,"098,54",411,"099,76",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,26,B,613,457,"074,55",156,"025,45",0,"000,00",3,"000,66",454,"099,34",457,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,28,A,594,386,"064,98",208,"035,02",3,"000,78",2,"000,52",381,"098,70",383,"099,22",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,28,B,680,452,"066,47",228,"033,53",4,"000,88",1,"000,22",447,"098,89",448,"099,12",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,29,A,438,287,"065,53",151,"034,47",2,"000,70",2,"000,70",283,"098,61",285,"099,30",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,29,B,522,316,"060,54",206,"039,46",2,"000,63",0,"000,00",314,"099,37",314,"099,37",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,31,U,668,474,"070,96",194,"029,04",2,"000,42",2,"000,42",470,"099,16",472,"099,58",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,32,U,632,469,"074,21",163,"025,79",4,"000,85",1,"000,21",464,"098,93",465,"099,15",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,33,U,560,410,"073,21",150,"026,79",0,"000,00",2,"000,49",408,"099,51",410,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,34,U,595,417,"070,08",178,"029,92",0,"000,00",0,"000,00",417,"100,00",417,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,36,U,647,471,"072,80",176,"027,20",2,"000,42",1,"000,21",468,"099,36",469,"099,58",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,37,U,802,577,"071,95",225,"028,05",0,"000,00",1,"000,17",576,"099,83",577,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,38,U,570,415,"072,81",155,"027,19",0,"000,00",0,"000,00",415,"100,00",415,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,39,U,685,516,"075,33",169,"024,67",1,"000,19",5,"000,97",510,"098,84",515,"099,81",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,40,A,454,328,"072,25",126,"027,75",1,"000,30",0,"000,00",327,"099,70",327,"099,70",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,40,B,493,372,"075,46",121,"024,54",3,"000,81",1,"000,27",368,"098,92",369,"099,19",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,42,U,709,481,"067,84",228,"032,16",4,"000,83",2,"000,42",475,"098,75",477,"099,17",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,43,A,458,337,"073,58",121,"026,42",3,"000,89",1,"000,30",333,"098,81",334,"099,11",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,43,B,573,409,"071,38",164,"028,62",3,"000,73",5,"001,22",401,"098,04",406,"099,27",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,45,U,641,471,"073,48",170,"026,52",2,"000,42",6,"001,27",463,"098,30",469,"099,58",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,46,U,670,467,"069,70",203,"030,30",1,"000,21",3,"000,64",463,"099,14",466,"099,79",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,47,U,702,510,"072,65",192,"027,35",4,"000,78",2,"000,39",504,"098,82",506,"099,22",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,48,U,747,549,"073,49",198,"026,51",3,"000,55",4,"000,73",542,"098,72",546,"099,45",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",2,49,U,623,444,"071,27",179,"028,73",3,"000,68",1,"000,23",440,"099,10",441,"099,32",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,1,A,646,525,"081,27",121,"018,73",0,"000,00",4,"000,76",521,"099,24",525,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,1,B,789,664,"084,16",125,"015,84",2,"000,30",2,"000,30",660,"099,40",662,"099,70",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,1,C,654,532,"081,35",122,"018,65",0,"000,00",3,"000,56",529,"099,44",532,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,2,A,433,342,"078,98",91,"021,02",1,"000,29",1,"000,29",340,"099,42",341,"099,71",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,2,B,563,463,"082,24",100,"017,76",0,"000,00",1,"000,22",462,"099,78",463,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,3,A,541,431,"079,67",110,"020,33",0,"000,00",3,"000,70",428,"099,30",431,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,3,B,582,455,"078,18",127,"021,82",1,"000,22",1,"000,22",453,"099,56",454,"099,78",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,4,A,658,548,"083,28",110,"016,72",0,"000,00",5,"000,91",543,"099,09",548,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,4,B,729,590,"080,93",139,"019,07",3,"000,51",0,"000,00",587,"099,49",587,"099,49",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,4,C,658,534,"081,16",124,"018,84",4,"000,75",1,"000,19",529,"099,06",530,"099,25",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,5,A,543,443,"081,58",100,"018,42",0,"000,00",2,"000,45",441,"099,55",443,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,5,B,570,466,"081,75",104,"018,25",3,"000,64",0,"000,00",463,"099,36",463,"099,36",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,6,A,517,400,"077,37",117,"022,63",0,"000,00",1,"000,25",399,"099,75",400,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,6,B,573,444,"077,49",129,"022,51",2,"000,45",0,"000,00",442,"099,55",442,"099,55",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,7,A,487,431,"088,50",56,"011,50",0,"000,00",1,"000,23",430,"099,77",431,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,7,B,574,484,"084,32",90,"015,68",0,"000,00",2,"000,41",482,"099,59",484,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,8,A,692,606,"087,57",86,"012,43",1,"000,17",4,"000,66",601,"099,17",605,"099,83",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,8,B,820,700,"085,37",120,"014,63",1,"000,14",3,"000,43",696,"099,43",699,"099,86",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,9,U,775,653,"084,26",122,"015,74",1,"000,15",1,"000,15",651,"099,69",652,"099,85",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,10,U,636,501,"078,77",135,"021,23",2,"000,40",1,"000,20",498,"099,40",499,"099,60",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,11,U,930,717,"077,10",213,"022,90",0,"000,00",4,"000,56",713,"099,44",717,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,12,A,585,462,"078,97",123,"021,03",2,"000,43",2,"000,43",458,"099,13",460,"099,57",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,12,B,612,463,"075,65",149,"024,35",1,"000,22",0,"000,00",462,"099,78",462,"099,78",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,13,A,671,558,"083,16",113,"016,84",2,"000,36",1,"000,18",555,"099,46",556,"099,64",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,13,B,701,586,"083,59",115,"016,41",1,"000,17",5,"000,85",580,"098,98",585,"099,83",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,14,A,788,634,"080,46",154,"019,54",4,"000,63",2,"000,32",628,"099,05",630,"099,37",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,14,B,908,747,"082,27",161,"017,73",5,"000,67",4,"000,54",738,"098,80",742,"099,33",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,15,A,606,502,"082,84",104,"017,16",0,"000,00",3,"000,60",499,"099,40",502,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,15,B,635,516,"081,26",119,"018,74",0,"000,00",2,"000,39",514,"099,61",516,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,16,A,790,709,"089,75",81,"010,25",0,"000,00",0,"000,00",709,"100,00",709,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,16,B,913,783,"085,76",130,"014,24",1,"000,13",3,"000,38",779,"099,49",782,"099,87",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,17,U,602,427,"070,93",175,"029,07",6,"001,41",0,"000,00",421,"098,59",421,"098,59",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,18,U,620,534,"086,13",86,"013,87",1,"000,19",0,"000,00",533,"099,81",533,"099,81",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,19,A,518,447,"086,29",71,"013,71",2,"000,45",1,"000,22",444,"099,33",445,"099,55",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,19,B,602,527,"087,54",75,"012,46",2,"000,38",1,"000,19",524,"099,43",525,"099,62",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,20,A,500,420,"084,00",80,"016,00",0,"000,00",2,"000,48",418,"099,52",420,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,20,B,575,476,"082,78",99,"017,22",0,"000,00",4,"000,84",472,"099,16",476,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,21,A,851,731,"085,90",120,"014,10",3,"000,41",2,"000,27",726,"099,32",728,"099,59",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,21,B,912,772,"084,65",140,"015,35",2,"000,26",2,"000,26",768,"099,48",770,"099,74",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,22,U,886,689,"077,77",197,"022,23",5,"000,73",2,"000,29",682,"098,98",684,"099,27",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,23,A,380,317,"083,42",63,"016,58",0,"000,00",1,"000,32",316,"099,68",317,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,23,B,520,437,"084,04",83,"015,96",1,"000,23",3,"000,69",433,"099,08",436,"099,77",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,23,C,449,363,"080,85",86,"019,15",2,"000,55",3,"000,83",358,"098,62",361,"099,45",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,24,U,668,481,"072,01",187,"027,99",1,"000,21",4,"000,83",476,"098,96",480,"099,79",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,25,A,660,559,"084,70",101,"015,30",4,"000,72",4,"000,72",551,"098,57",555,"099,28",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,25,B,709,588,"082,93",121,"017,07",4,"000,68",4,"000,68",580,"098,64",584,"099,32",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,26,U,728,617,"084,75",111,"015,25",4,"000,65",3,"000,49",610,"098,87",613,"099,35",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",3,27,U,937,806,"086,02",131,"013,98",2,"000,25",5,"000,62",799,"099,13",804,"099,75",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,1,U,791,595,"075,22",196,"024,78",1,"000,17",0,"000,00",594,"099,83",594,"099,83",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,2,U,542,374,"069,00",168,"031,00",2,"000,53",2,"000,53",370,"098,93",372,"099,47",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,3,U,781,632,"080,92",149,"019,08",2,"000,32",3,"000,47",627,"099,21",630,"099,68",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,4,U,809,592,"073,18",217,"026,82",7,"001,18",3,"000,51",582,"098,31",585,"098,82",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,5,A,510,364,"071,37",146,"028,63",3,"000,82",2,"000,55",359,"098,63",361,"099,18",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,5,B,578,405,"070,07",173,"029,93",2,"000,49",0,"000,00",403,"099,51",403,"099,51",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,6,U,921,659,"071,55",262,"028,45",0,"000,00",2,"000,30",657,"099,70",659,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,7,U,574,400,"069,69",174,"030,31",0,"000,00",3,"000,75",397,"099,25",400,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,9,A,483,347,"071,84",136,"028,16",4,"001,15",0,"000,00",343,"098,85",343,"098,85",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,9,B,622,440,"070,74",182,"029,26",7,"001,59",2,"000,45",431,"097,95",433,"098,41",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,10,A,536,397,"074,07",139,"025,93",0,"000,00",2,"000,50",395,"099,50",397,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,10,B,584,451,"077,23",133,"022,77",3,"000,67",1,"000,22",447,"099,11",448,"099,33",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,11,U,668,536,"080,24",132,"019,76",2,"000,37",2,"000,37",532,"099,25",534,"099,63",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,12,A,497,384,"077,26",113,"022,74",3,"000,78",2,"000,52",379,"098,70",381,"099,22",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,12,B,562,440,"078,29",122,"021,71",2,"000,45",1,"000,23",437,"099,32",438,"099,55",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,14,A,419,297,"070,88",122,"029,12",3,"001,01",1,"000,34",293,"098,65",294,"098,99",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,14,B,502,359,"071,51",143,"028,49",3,"000,84",1,"000,28",355,"098,89",356,"099,16",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,16,U,804,550,"068,41",254,"031,59",6,"001,09",0,"000,00",544,"098,91",544,"098,91",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,18,U,779,562,"072,14",217,"027,86",1,"000,18",2,"000,36",559,"099,47",561,"099,82",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,19,A,500,359,"071,80",141,"028,20",1,"000,28",4,"001,11",354,"098,61",358,"099,72",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,19,B,549,387,"070,49",162,"029,51",9,"002,33",3,"000,78",375,"096,90",378,"097,67",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,20,A,545,420,"077,06",125,"022,94",0,"000,00",0,"000,00",420,"100,00",420,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,20,B,667,486,"072,86",181,"027,14",0,"000,00",6,"001,23",480,"098,77",486,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,21,U,741,563,"075,98",178,"024,02",2,"000,36",0,"000,00",561,"099,64",561,"099,64",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,22,U,686,451,"065,74",235,"034,26",0,"000,00",6,"001,33",445,"098,67",451,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,23,U,569,442,"077,68",127,"022,32",0,"000,00",0,"000,00",442,"100,00",442,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,25,U,607,438,"072,16",169,"027,84",1,"000,23",1,"000,23",436,"099,54",437,"099,77",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,26,U,570,409,"071,75",161,"028,25",0,"000,00",3,"000,73",406,"099,27",409,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,27,U,848,538,"063,44",310,"036,56",1,"000,19",1,"000,19",536,"099,63",537,"099,81",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,30,U,590,383,"064,92",207,"035,08",1,"000,26",3,"000,78",379,"098,96",382,"099,74",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,31,U,766,496,"064,75",270,"035,25",3,"000,60",0,"000,00",493,"099,40",493,"099,40",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,32,U,778,596,"076,61",182,"023,39",2,"000,34",0,"000,00",594,"099,66",594,"099,66",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,33,A,440,274,"062,27",166,"037,73",1,"000,36",3,"001,09",270,"098,54",273,"099,64",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,33,B,536,331,"061,75",205,"038,25",3,"000,91",0,"000,00",328,"099,09",328,"099,09",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,35,U,560,321,"057,32",239,"042,68",0,"000,00",1,"000,31",320,"099,69",321,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,36,U,847,593,"070,01",254,"029,99",0,"000,00",2,"000,34",591,"099,66",593,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,37,U,991,699,"070,53",292,"029,47",5,"000,72",0,"000,00",694,"099,28",694,"099,28",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,40,U,686,532,"077,55",154,"022,45",7,"001,32",0,"000,00",525,"098,68",525,"098,68",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,41,A,661,541,"081,85",120,"018,15",3,"000,55",4,"000,74",534,"098,71",538,"099,45",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",4,41,B,777,624,"080,31",153,"019,69",2,"000,32",3,"000,48",619,"099,20",622,"099,68",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,1,U,827,696,"084,16",131,"015,84",1,"000,14",6,"000,86",689,"098,99",695,"099,86",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,2,A,493,353,"071,60",140,"028,40",1,"000,28",2,"000,57",350,"099,15",352,"099,72",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,2,B,543,404,"074,40",139,"025,60",5,"001,24",0,"000,00",399,"098,76",399,"098,76",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,3,U,627,542,"086,44",85,"013,56",0,"000,00",2,"000,37",540,"099,63",542,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,4,U,791,630,"079,65",161,"020,35",0,"000,00",4,"000,63",626,"099,37",630,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,5,U,909,750,"082,51",159,"017,49",0,"000,00",5,"000,67",745,"099,33",750,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,6,A,666,560,"084,08",106,"015,92",1,"000,18",1,"000,18",558,"099,64",559,"099,82",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,6,B,680,575,"084,56",105,"015,44",2,"000,35",5,"000,87",568,"098,78",573,"099,65",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,7,U,575,459,"079,83",116,"020,17",1,"000,22",1,"000,22",457,"099,56",458,"099,78",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,8,U,876,641,"073,17",235,"026,83",0,"000,00",0,"000,00",641,"100,00",641,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,10,U,677,542,"080,06",135,"019,94",5,"000,92",1,"000,18",536,"098,89",537,"099,08",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,11,A,604,438,"072,52",166,"027,48",3,"000,68",0,"000,00",435,"099,32",435,"099,32",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,11,B,684,487,"071,20",197,"028,80",7,"001,44",2,"000,41",478,"098,15",480,"098,56",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",5,13,U,814,564,"069,29",250,"030,71",0,"000,00",0,"000,00",564,"100,00",564,"100,00",13,Barcelon�s                              
